ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor
002513.SZ,20240624,3.47,3.52,3.3,3.34,3.48,-0.14,-4.023,37129.0,12476.735,2.981
000564.SZ,20240624,1.77,1.85,1.74,1.77,1.77,0.0,0.0,1927900.27,344538.491,7.182
300449.SZ,20240624,4.05,4.09,3.9,3.92,4.07,-0.15,-3.6855,39522.78,15581.943,3.628
000597.SZ,20240624,3.98,3.98,3.81,3.83,4.0,-0.17,-4.25,126923.47,49194.877,5.0044
688622.SH,20240624,13.39,17.6,13.39,16.15,16.72,-0.57,-3.4091,8369.48,13562.209,1.006
002821.SZ,20240624,71.27,71.86,70.42,70.53,71.25,-0.72,-1.0105,22920.96,162973.629,2.895
301314.SZ,20240624,35.36,41.13,35.36,40.81,35.77,5.04,14.09,58598.66,225563.56,1.3412
002130.SZ,20240624,14.26,14.45,13.45,13.52,14.41,-0.89,-6.1763,1037075.47,1439208.765,20.9783
600391.SH,20240624,15.37,15.47,14.79,14.83,15.41,-0.58,-3.7638,39457.0,59247.035,2.35
600519.SH,20240624,1423.0,1488.99,1414.01,1476.55,1471.0,5.55,0.3773,63839.93,9319362.39,8.0204
300638.SZ,20240624,17.1,17.16,16.28,16.33,17.21,-0.88,-5.1133,199385.9,333531.929,8.6915
000002.SZ,20240624,7.13,7.14,6.96,6.99,7.19,-0.2,-2.7816,1534809.47,1077498.401,181.704
600588.SH,20240624,10.26,10.31,10.03,10.09,10.31,-0.22,-2.1339,248181.07,252270.032,56.033
603079.SH,20240624,10.17,10.17,9.68,9.74,10.17,-0.43,-4.2281,26424.0,26001.374,2.07
920392.BJ,20240624,9.0,10.74,8.88,9.21,8.71,0.5,5.7405,18929.76,18451.369,1.1179
688777.SH,20240624,38.9,39.65,38.23,38.4,39.31,-0.91,-2.3149,76783.44,298950.064,1.4979
300200.SZ,20240624,8.02,8.13,7.66,7.73,8.22,-0.49,-5.9611,202516.2,159172.741,4.043
301211.SZ,20240624,15.23,15.23,14.57,14.59,15.29,-0.7,-4.5782,25933.67,38410.125,1.2665
603578.SH,20240624,12.0,12.01,11.58,11.63,11.98,-0.35,-2.9215,6636.2,7771.67,1.942
600623.SH,20240624,5.91,5.96,5.78,5.83,5.94,-0.11,-1.8519,116054.76,67836.587,31.349
300047.SZ,20240624,6.56,6.64,6.38,6.46,6.68,-0.22,-3.2934,156002.81,101441.042,5.2512
002574.SZ,20240624,4.26,4.26,4.05,4.11,4.3,-0.19,-4.4186,69487.0,28690.362,2.338
300938.SZ,20240624,20.3,20.44,19.6,19.67,20.53,-0.86,-4.189,11463.08,22833.609,2.485
300206.SZ,20240624,8.82,8.82,8.45,8.48,8.88,-0.4,-4.5045,43324.75,37225.714,6.9612
300772.SZ,20240624,9.81,9.92,9.56,9.59,9.91,-0.32,-3.2291,61294.22,59390.049,1.846
300013.SZ,20240624,1.65,1.65,1.52,1.53,1.67,-0.14,-8.3832,89646.5,14161.417,4.602
